Incident Report Number,Crime Type,Date,Time,Location Type,Address,Longitude,Latitude,Neighborhood
20165031629,CRASH/LEAVING THE SCENE,8/2/16,900,,13700 BLOCK N IH 35 SVRD NB,,,
20162290142,FAMILY DISTURBANCE,8/16/16,400,,2600 BLOCK JEFFERSON ST,,,
20162151366,DOC FIGHTING,8/2/16,1857,,2100 BLOCK GUADALUPE ST,,,
20162231887,DWI,8/10/16,2315,,2400 BLOCK CEDAR BEND DR,,,
20165033729,HARASSMENT,8/16/16,1213,,2500 BLOCK NEW YORK DR,,,
20165033703,HARASSMENT,8/12/16,700,,900 BLOCK NEAL ST,,,
20162220177,PUBLIC INTOXICATION,8/9/16,310,,300 BLOCK SAN SABA ST,,,
20165031982,DISTURBANCE - OTHER,8/4/16,845,,1000 BLOCK W STASSNEY LN,,,
20162261099,FOUND CONTROLLED SUBSTANCE,8/13/16,1537,,700 BLOCK BRAZOS ST,,,
20162211389,CRIMINAL TRESPASS NOTICE,8/8/16,1836,,600 BLOCK E 7TH ST,,,
20165033439,SUSPICIOUS VEH,8/7/16,0,,2300 BLOCK GRANADA DR,,,
20162191582,FAMILY DISTURBANCE,8/6/16,2147,,3100 BLOCK SILKGRASS BND,,,
20162220080,PUBLIC INTOXICATION,8/9/16,111,,300 BLOCK E 6TH ST,,,
20162211859,POSS OF DRUG PARAPHERNALIA,8/8/16,2322,,2300 BLOCK BURLESON RD,,,
20165032398,CRIMINAL MISCHIEF,8/6/16,2135,,1600 BLOCK ROYAL CREST DR,,,
20162250669,THEFT BY SHOPLIFTING,8/12/16,1054,,2500 BLOCK E RIVERSIDE DR,,,
20165033086,CRASH/LEAVING THE SCENE,8/11/16,845,,W BRAKER LN / N MOPAC EXPY SVRD NB,-97.73212703,30.39548662,
20165031858,CRASH/LEAVING THE SCENE,8/3/16,1200,,2900 BLOCK N IH 35 NB,,,
20165032476,LOST PROP,8/7/16,330,,2700 BLOCK S CONGRESS AVE,,,
20162180398,FAMILY DISTURBANCE,8/5/16,824,,5300 BLOCK N IH 35 SVRD SB,,,
20162271302,THEFT BY SHOPLIFTING,8/14/16,1730,,2900 BLOCK S CAPITAL OF TEXAS HWY NB,,,
20162181162,CRIMINAL TRESPASS NOTICE,8/5/16,1604,,5700 BLOCK AIRPORT BLVD,,,
20162181992,ASSIST EMS,8/5/16,2329,,N LAMAR BLVD / ZENNIA ST,-97.73029552,30.31960289,
20162200226,CRASH/NO INJURY,8/7/16,223,,E ALPINE RD / S CONGRESS AVE,-97.76163316,30.22717807,
20162160650,BLOCKED DRIVE/ROADWAY,8/3/16,1054,,600 BLOCK W 11TH ST,,,
20162181774,FAMILY DISTURBANCE,8/5/16,2147,,1700 BLOCK TERI RD,,,
20168003839,THEFT,8/13/16,2300,,8900 BLOCK RESEARCH BLVD SB,,,
20162160042,FAMILY DISTURBANCE,8/3/16,114,,3500 BLOCK RED RIVER ST,,,
20162161206,FOUND CONTROLLED SUBSTANCE,8/3/16,1701,,1300 BLOCK DELANO ST,,,
20162270967,FOUND PROPERTY,8/14/16,1406,,10400 BLOCK MACMORA RD,,,
20162160755,FAMILY DISTURBANCE,8/3/16,1133,,2900 BLOCK E MARTIN LUTHER KING JR BLVD,,,
20165033779,CRED CARD ABUSE - EXPIR-CANCEL,8/16/16,1541,,3300 BLOCK W BRAKER LN,,,
20165033798,CRASH/LEAVING THE SCENE,8/16/16,1630,,5100 BLOCK S IH 35 SVRD NB,,,
20162270820,THEFT,8/14/16,1328,,2500 BLOCK E RIVERSIDE DR,,,
20162291221,THEFT,8/16/16,1937,,9400 BLOCK N LAMAR BLVD,,,
20162281304,FAMILY DISTURBANCE,8/15/16,1926,,3200 BLOCK DUVAL RD,,,
20162221285,FAMILY DISTURBANCE,8/9/16,1709,,1000 BLOCK PARK PLZ,,,
20162151394,REQUEST TO APPREHEND,8/2/16,1912,,8000 BLOCK MANCHACA RD,,,
20162181740,FAMILY DISTURBANCE,8/5/16,2110,,1000 BLOCK CLAYTON LN,,,
20162201420,REQUEST TO APPREHEND,8/7/16,2040,,1100 BLOCK SPRINGDALE RD,,,
20162150650,REQUEST TO APPREHEND,8/2/16,1130,,600 BLOCK N IH 35 SVRD SB,,,
20165031795,EMERGENCY PROTECTIVE ORDER,8/3/16,957,,2300 BLOCK LOYOLA LN,,,
20162161295,POSS MARIJUANA,8/3/16,1720,,1500 BLOCK WICKERSHAM LN,,,
20165032562,CRASH/LEAVING THE SCENE,8/8/16,330,,11400 BLOCK CHERISSE DR,,,
20162210696,CUSTODY ARREST TRAFFIC WARR,8/8/16,1130,,12100 BLOCK N IH 35 SVRD NB,,,
20162171699,PUBLIC INTOXICATION,8/4/16,2330,,5500 BLOCK WOODROW AVE,,,
20162151114,FAMILY DISTURBANCE,8/2/16,1637,,8800 BLOCK SPRINGMAIL CIR,,,
20162150409,FAMILY DISTURBANCE,8/2/16,847,,1200 BLOCK ARMADILLO RD,,,
20165031991,FRAUD - OTHER,8/2/16,1428,,1900 BLOCK E RIVERSIDE DR,,,
20162241485,FAMILY DISTURBANCE,8/11/16,1955,,1200 BLOCK CHESTNUT AVE,,,
20165031990,CRASH/LEAVING THE SCENE,8/1/16,1000,,1500 BLOCK CONGRESS AVE,,,
20162170842,PAROLE VIOL,8/4/16,1331,,1900 BLOCK BARGE ST,,,
20162190785,SOLICITATION - BEGGING,8/6/16,1159,,S IH 35 NB / E WILLIAM CANNON TO 35 NB RAMP,-97.76782765,30.1935725,
20162190222,CRASH/LEAVING THE SCENE,8/6/16,215,,3600 BLOCK S US 183 HWY NB,,,
20162161468,THEFT BY SHOPLIFTING,8/3/16,1900,,2700 BLOCK E 7TH ST,,,
20162140998,THEFT BY SHOPLIFTING,8/1/16,1516,,500 BLOCK CANYON RIDGE DR,,,
20165033856,EMERGENCY PROTECTIVE ORDER,8/17/16,1030,,6500 BLOCK FELIX AVE,,,
20162211321,WARRANT ARREST NON TRAFFIC,8/8/16,1815,,400 BLOCK E 6TH ST,,,
20162250431,AIRPORT INFORMATION,8/12/16,805,,3600 BLOCK PRESIDENTIAL BLVD,,,
20165031742,EMERGENCY PROTECTIVE ORDER,8/2/16,1753,,9700 BLOCK ABERDEEN WAY,,,
20162151864,REQUEST TO APPREHEND,8/2/16,2341,,W 31ST ST / GUADALUPE ST,-97.74120437,30.29788443,
20162301376,FAMILY DISTURBANCE,8/17/16,1933,,1600 BLOCK ROYAL CREST DR,,,
20162251447,POSS MARIJUANA,8/12/16,1900,,1400 BLOCK CORONADO HILLS DR,,,
20162140983,FOUND CONTROLLED SUBSTANCE,8/1/16,1513,,1900 BLOCK E WILLIAM CANNON DR,,,
20162180478,BURGLARY OF RESIDENCE,8/5/16,922,,7200 BLOCK BENNETT AVE,,,
20165032403,CRASH/LEAVING THE SCENE,8/7/16,200,,BRAZOS ST / E 6TH ST,-97.74146079,30.26768264,
20165031745,PROTECTIVE ORDER,8/2/16,1909,,10100 BLOCK ANNIE OAKLEY TRL,,,
20165032577,DIRECTED PATROL,8/8/16,1406,,AMHERST DR / DUVAL RD,-97.72205623,30.41167423,
20165033835,EMERGENCY PROTECTIVE ORDER,8/17/16,833,,8700 BLOCK DAVIS OAKS TRL,,,
20162230087,POSS MARIJUANA,8/10/16,116,,1800 BLOCK E RIVERSIDE DR,,,
20162140174,DISTURBANCE - OTHER,8/1/16,316,,9500 BLOCK S IH 35 SVRD SB,,,
20162271329,THEFT OF SERVICE,8/14/16,1931,,11500 BLOCK ROCK ROSE AVE,,,
20162230329,REQUEST TO APPREHEND,8/10/16,714,,600 BLOCK SABINE ST,,,
20162271509,PUBLIC INTOXICATION,8/14/16,2221,,3000 BLOCK S LAMAR BLVD,,,
20165033331,EMERGENCY PROTECTIVE ORDER,8/13/16,624,,12100 BLOCK CLICKETT CV,,,
20165033735,CRIMINAL MISCHIEF,8/16/16,700,,2200 BLOCK MONTOPOLIS DR,,,
20165032788,CRASH/LEAVING THE SCENE,8/9/16,1601,,N IH 35 SVRD NB / E CESAR CHAVEZ ST,-97.73579167,30.26099452,
20162160738,VIOL CITY ORDINANCE - OTHER,8/3/16,1203,,10100 BLOCK MIDDLE FISKVILLE RD,,,
20162241167,ASSAULT INFORMATION,8/10/16,1930,,800 BLOCK SPRINGDALE RD,,,
20162231612,FOUND CONTROLLED SUBSTANCE,8/10/16,1500,,1000 BLOCK SPRINGDALE RD,,,
20165031786,ABAND VEH  (STORAGE FACILITY),8/3/16,840,,5700 BLOCK BURLESON RD,,,
20162140706,POSS CONTROLLED SUB/NARCOTIC,8/1/16,1200,,1300 BLOCK S PLEASANT VALLEY RD,,,
20162161931,POSS CONTROLLED SUB/NARCOTIC,8/3/16,2352,,4400 BLOCK ELMSGROVE DR,,,
20162301037,REQUEST TO APPREHEND,8/17/16,1703,,6300 BLOCK BUFFALO PASS,,,
20162250882,FAMILY DISTURBANCE,8/12/16,1351,,9700 BLOCK E US 290 HWY SVRD EB,,,
20165031972,THEFT,8/4/16,812,,2100 BLOCK S CONGRESS AVE,,,
20162181719,POSS MARIJUANA,8/5/16,2253,,1100 BLOCK AIRPORT BLVD,,,
20165033956,THEFT,8/11/16,2300,,600 BLOCK W 6TH ST,,,
20162210856,CRIMINAL TRESPASS NOTICE,8/8/16,1303,,6800 BLOCK WEST GATE BLVD,,,
20162221432,VOCO - ALCOHOL  CONSUMPTION,8/9/16,1826,,2200 BLOCK BARTON SPRINGS RD,,,
20162281223,IMPOUNDED VEH,8/15/16,1841,,1800 BLOCK WILLOW CREEK DR,,,
20162241584,CRIMINAL TRESPASS NOTICE,8/11/16,2047,,8900 BLOCK N LAMAR BLVD,,,
20165033979,THEFT,8/14/16,0,,5700 BLOCK MANCHACA RD,,,
20162251892,CRIMINAL TRESPASS NOTICE,8/12/16,2227,,12000 BLOCK N MOPAC EXPY NB,,,
20162290464,FRAUD - OTHER,8/15/16,1500,,900 BLOCK BRASS ST,,,
20165033154,VIOL CITY ORDINANCE - OTHER,8/9/16,1622,,5700 BLOCK JOHNNY MORRIS RD,,,
20162211747,PUBLIC INTOXICATION,8/8/16,2322,,11100 BLOCK RESEARCH BLVD NB,,,
20162220056,POSS MARIJUANA,8/9/16,151,,13200 BLOCK N US 183 HWY SVRD NB,,,
20162230089,DWI,8/10/16,120,,9800 BLOCK N MOPAC EXPY NB,,,
20162161358,FAMILY DISTURBANCE,8/3/16,1911,,400 BLOCK W 15TH ST,,,
20165031970,CRASH/LEAVING THE SCENE,8/4/16,715,,MANCHACA RD / W BEN WHITE BLVD SVRD EB,-97.78852736,30.22963221,
20165033737,CRASH/LEAVING THE SCENE,8/16/16,1230,,9300 BLOCK S IH 35 SVRD SB,,,
20165032294,CRASH/LEAVING THE SCENE,8/6/16,300,,700 BLOCK E 5TH ST,,,
20162221463,FAMILY DISTURBANCE,8/9/16,1922,,7300 BLOCK PROVIDENCE AVE,,,
20162280671,IMPOUNDED VEH,8/15/16,1323,,1400 BLOCK WEST AVE,,,
20165033208,CRASH/LEAVING THE SCENE,8/12/16,1145,,6300 BLOCK CAMERON RD,,,
20162150976,FOUND PROPERTY,8/2/16,1510,,1000 BLOCK SPRINGDALE RD,,,
20162211645,FAMILY DISTURBANCE,8/8/16,2130,,11600 BLOCK BELL AVE,,,
20162201387,THEFT,8/7/16,2010,,1100 BLOCK AIRPORT BLVD,,,
20162240617,ABANDONED VEH,8/11/16,1036,,9600 BLOCK NIGHTJAR DR,,,
20165033464,CRASH/LEAVING THE SCENE,8/14/16,1728,,11600 BLOCK CENTURY OAKS TER,,,
20162252024,FAMILY DISTURBANCE,8/13/16,35,,3200 BLOCK ESPERANZA XING,,,
20162281040,ROBBERY INFORMATION,8/15/16,1702,,CARNATION TER / CALADENDRA DR,-97.70371128,30.23184369,
20165032581,LOST PROP,8/5/16,1427,,N IH 35 SVRD SB / E 6TH ST,-97.73501069,30.26587979,
20162160185,DRIVING WHILE INTOX / FELONY,8/3/16,323,,11000 BLOCK RESEARCH BLVD NB,,,
20162170091,PUBLIC INTOXICATION,8/4/16,119,,7800 BLOCK MULLEN DR,,,
20168003594,BICYCLE REGISTRATION,8/3/16,1400,,2400 BLOCK NUECES ST,,,
20165031995,FOUND PROPERTY,8/4/16,700,,4900 BLOCK N IH 35 SVRD SB,,,
20162170474,CRIMINAL TRESPASS NOTICE,8/4/16,917,,6200 BLOCK E RIVERSIDE DR,,,
20162290409,AGG ASSAULT,8/16/16,927,,5800 BLOCK BURNET RD,,,
20162141461,FAMILY DISTURBANCE/PARENTAL,8/1/16,1947,,10300 BLOCK RUTLAND VILLAGE EAST,,,
20162150123,POSS OF DRUG PARAPHERNALIA,8/2/16,241,,800 BLOCK N PLEASANT VALLEY RD,,,
20165033522,CRASH/LEAVING THE SCENE,8/1/16,2300,,1400 BLOCK POQUITO ST,,,
20165032630,EMERGENCY PROTECTIVE ORDER,8/8/16,1827,,6100 BLOCK FAIRWAY ST,,,
20162251580,CIVIL DISTURBANCE/DEMO,8/12/16,1955,,200 BLOCK CRAIGMONT DR,,,
20162170049,DOC DISCHARGE GUN - PUB PLACE,8/4/16,37,,2400 BLOCK ELMONT DR,,,
20165032588,CRED CARD ABUSE - OTHER,8/8/16,500,,1700 BLOCK E OLTORF ST,,,
20162270438,DWI,8/14/16,546,,12300 BLOCK E PARMER LN,,,
20162181908,DWI,8/5/16,2250,,12200 BLOCK S IH 35 SVRD NB,,,
20162181850,FAMILY DISTURBANCE,8/5/16,2205,,1400 BLOCK E RUNDBERG LN,,,
20165033369,CRASH/LEAVING THE SCENE,8/11/16,1420,,3700 BLOCK S 1ST ST,,,
20162140111,REQUEST TO APPREHEND,8/1/16,132,,8800 BLOCK N LAMAR BLVD,,,
20165032420,CRASH/LEAVING THE SCENE,8/6/16,2100,,7200 BLOCK HART LN,,,
20162190314,FAMILY DISTURBANCE,8/6/16,354,,1800 BLOCK E STASSNEY LN,,,
20162140860,WARRANT ARREST NON TRAFFIC,8/1/16,1418,,9700 BLOCK MANCHACA RD,,,
20162160033,FAMILY DISTURBANCE,8/3/16,109,,1800 BLOCK S IH 35 SVRD SB,,,
20162261734,CRIMINAL TRESPASS NOTICE,8/13/16,2222,,9400 BLOCK N LAMAR BLVD,,,
20162270870,IMPOUNDED VEH,8/14/16,1255,,10500 BLOCK N MOPAC EXPY SVRD NB,,,
20162201602,PUBLIC INTOXICATION,8/7/16,2225,,W 24TH ST / RIO GRANDE ST,-97.74468827,30.28793535,
20162190877,FOUND PROPERTY,8/5/16,1400,,1900 BLOCK STEPHEN F AUSTIN DR,,,
20162181667,FAMILY DISTURBANCE,8/5/16,2029,,11200 BLOCK RESEARCH BLVD SVRD NB,,,
20165032220,CRASH/LEAVING THE SCENE,8/5/16,1430,,00 BLOCK N IH 35 SB,,,
20162210434,FOUND CONTROLLED SUBSTANCE,8/8/16,841,,500 BLOCK E 7TH ST,,,
20162200975,FAMILY DISTURBANCE,8/7/16,1510,,12000 BLOCK DESSAU RD,,,
20162290869,CRIMINAL TRESPASS NOTICE,8/16/16,1521,,200 BLOCK COMAL ST,,,
20165033868,CRASH/LEAVING THE SCENE,8/16/16,2030,,LAVACA ST / W 4TH ST,-97.74587715,30.26687529,
20162191570,CRIMINAL TRESPASS NOTICE,8/6/16,2153,,7400 BLOCK MC NEIL DR,,,
20162140748,HARASSMENT,8/1/16,1301,,7400 BLOCK LONGFORD TRL,,,
20162190899,WARRANT ARREST NON TRAFFIC,8/6/16,1703,,600 BLOCK MASTERSON PASS,,,
20165033266,CRASH/LEAVING THE SCENE,8/12/16,1526,,100 BLOCK N IH 35 SVRD NB,,,
20165033960,TEMP EX PARTE  ORDER,8/17/16,1828,,6000 BLOCK BELFAST DR,,,
20162170229,DWI  .15 BAC OR ABOVE,8/4/16,516,,8800 BLOCK N IH 35 SVRD NB,,,
20162210077,CRIMINAL TRESPASS NOTICE,8/8/16,123,,300 BLOCK E 4TH ST,,,
20162300474,ABANDONED VEH,8/17/16,935,,1600 BLOCK NEWFIELD LN,,,
20165033953,TEMP EX PARTE  ORDER,8/17/16,1709,,3900 BLOCK HERMALINDA ST,,,
20162151911,DWI  .15 BAC OR ABOVE,8/2/16,2335,,9200 BLOCK CHISHOLM LN,,,
20162241028,REQUEST TO APPREHEND,8/11/16,1619,,E 3RD ST / COMAL ST,-97.7278096,30.26033188,
20168003833,THEFT,8/13/16,1140,,5400 BLOCK N IH 35 SVRD NB,,,
20165033718,OBTAIN CONTROLLED SUB BY FRAUD,8/12/16,1800,,5600 BLOCK S 1ST ST,,,
20165032289,LOST PROP,8/5/16,2030,,2900 BLOCK W ANDERSON LN,,,
20162151801,DWI,8/2/16,2240,,1100 BLOCK COMAL ST,,,
20165032751,CRASH/LEAVING THE SCENE,8/4/16,1700,,5900 BLOCK W SLAUGHTER LN,,,
20162290089,CRIMINAL TRESPASS NOTICE,8/16/16,134,,500 BLOCK COLORADO ST,,,
20162151682,DWI,8/2/16,2254,,3600 BLOCK GARDEN VILLA LN,,,
20165032979,PROTECTIVE ORDER,8/10/16,1714,,4700 BLOCK SAGEBRUSH TRL,,,
20165033862,TEMP EX PARTE  ORDER,8/17/16,1043,,4700 BLOCK BLUE MEADOW DR,,,
20165031677,EMERGENCY PROTECTIVE ORDER,8/2/16,1221,,9400 BLOCK MEYRICK PARK TRL,,,
20162200561,DAMAGE CITY PROP,8/7/16,853,,3400 BLOCK PARKER LN,,,
20168003759,BURGLARY OF VEHICLE,8/12/16,300,,4300 BLOCK STEVE SCARBROUGH DR,,,
20162201383,WARRANT ARREST NON TRAFFIC,8/7/16,2009,,100 BLOCK E WILLIAM CANNON DR,,,
20162171500,FAMILY DISTURBANCE,8/4/16,2040,,1000 BLOCK E RIVERSIDE DR,,,
20165032872,CRASH/LEAVING THE SCENE,8/10/16,815,,E SLAUGHTER LN / OLD LOCKHART RD,-97.76477325,30.15173968,
20162230802,ABANDONED VEH,8/10/16,1201,,E 48TH ST / DUVAL ST,-97.72209812,30.31090458,
20162201377,FAMILY DISTURBANCE,8/7/16,2022,,10600 BLOCK MELLOW MEADOWS,,,
20162220578,CRIMINAL TRESPASS NOTICE,8/9/16,1035,,600 BLOCK CONGRESS AVE,,,
20162241202,CRASH/LEAVING THE SCENE,8/11/16,1645,,11900 BLOCK DOMAIN DR,,,
20162171830,LOST PROP,8/4/16,2000,,700 BLOCK SIMONETTI DR,,,
20162280894,THEFT,8/15/16,1725,,300 BLOCK W BEN WHITE BLVD SVRD EB,,,
20165033066,CRIMINAL MISCHIEF,8/11/16,100,,1600 BLOCK MONTOPOLIS DR,,,
20162271433,CRIMINAL TRESPASS NOTICE,8/14/16,2008,,13600 BLOCK N IH 35 SVRD NB,,,
20165033481,HARASSMENT,8/14/16,0,,800 BLOCK SUSSEX DR,,,
20165033731,CRASH/LEAVING THE SCENE,8/16/16,1214,,12000 BLOCK DESSAU RD,,,
20162252013,FAMILY DISTURBANCE,8/12/16,2344,,4600 BLOCK LYONS RD,,,
20162181831,POSS CONTROLLED SUB/SYN NARC,8/5/16,2157,,8600 BLOCK N LAMAR BLVD,,,
20162270910,CRASH/LEAVING THE SCENE,8/14/16,1318,,1800 BLOCK S IH 35 SB,,,
20162260822,THEFT,8/13/16,1140,,1600 BLOCK WICKERSHAM LN,,,
20162191218,CRIMINAL TRESPASS NOTICE,8/6/16,1826,,4200 BLOCK S IH 35 SVRD SB,,,
20162280998,BURGLARY OF VEHICLE,8/15/16,1715,,11900 BLOCK HIGHLAND OAKS TRL,,,
20162191376,PROWLER,8/5/16,2140,,6300 BLOCK W SLAUGHTER LN,,,
20162151810,POSS MARIJUANA,8/2/16,2245,,1000 BLOCK BAYLOR ST,,,
20162141194,DWI,8/1/16,1700,,1800 BLOCK AIRPORT BLVD,,,
20165031810,CRASH/LEAVING THE SCENE,8/3/16,820,,RESEARCH BLVD SVRD NB / BURNET RD,-97.72629663,30.37350565,
20165033099,OUT OF CITY CREDIT CARD ABUSE,8/8/16,1444,,5000 BLOCK EVANS AVE,,,
20162190412,DAMAGE CITY PROP,8/6/16,541,,500 BLOCK E 56TH ST,,,
20162281308,FAMILY DISTURBANCE,8/15/16,1928,,11200 BLOCK ASHBROOK DR,,,
20162211765,POSS MARIJUANA,8/8/16,2229,,4300 BLOCK DEER LN,,,
20162160289,CRIMINAL MISCHIEF,8/3/16,20,,1300 BLOCK S IH 35 SVRD NB,,,
20162220077,FAMILY DISTURBANCE,8/9/16,137,,1700 BLOCK E OLTORF ST,,,
20162260347,DWI,8/13/16,325,,80 BLOCK N IH 35 SVRD NB,,,
20162150101,FAMILY DISTURBANCE,8/2/16,123,,10600 BLOCK MELLOW MEADOWS,,,
20162270942,CRASH/LEAVING THE SCENE,8/14/16,1421,,3000 BLOCK ED BLUESTEIN BLVD SB,,,
20162210011,FAMILY DISTURBANCE,8/8/16,115,,5800 BLOCK TECHNI CENTER DR,,,
20162210188,POSS CONTROLLED SUB/NARCOTIC,8/8/16,317,,900 BLOCK E KOENIG LN SVRD EB,,,
20162141172,REQUEST TO APPREHEND,8/1/16,1806,,12500 BLOCK LIMERICK AVE,,,
20165032188,CRASH/LEAVING THE SCENE,8/5/16,1225,,N MOPAC SB TO 35TH WB RAMP,,,
20162211822,CRASH/LEAVING THE SCENE,8/8/16,2327,,12800 BLOCK PEARCE LN,,,
20165031607,THEFT,8/1/16,2200,,1800 BLOCK AIRPORT COMMERCE DR,,,
20165033842,THEFT,8/15/16,1600,,7100 BLOCK LONGFORD TRL,,,
20162201143,DISTURBANCE - OTHER,8/7/16,1745,,200 BLOCK W BEN WHITE BLVD EB,,,
20165032601,CRASH/LEAVING THE SCENE,8/7/16,2000,,GUADALUPE ST / W 2ND ST,-97.74767822,30.2652862,
20165032550,CRED CARD ABUSE - OTHER,8/5/16,0,,1000 BLOCK NORWOOD PARK BLVD,,,
20162151531,PUBLIC INTOXICATION,8/2/16,2144,,100 BLOCK E OLTORF ST,,,
20165033967,THEFT OF AUTO PARTS,8/17/16,1720,,9900 BLOCK S IH 35 SVRD SB,,,
20162151057,FOUND PROPERTY,8/2/16,2330,,3500 BLOCK W SLAUGHTER LN,,,
20162201753,CRIMINAL TRESPASS NOTICE,8/7/16,1737,,2900 BLOCK LOCKE LN,,,
20165032179,FRAUD - OTHER,8/4/16,1500,,2300 BLOCK DEADWOOD DR,,,
20165032286,CRASH/LEAVING THE SCENE,8/3/16,1700,,1600 BLOCK E WILLIAM CANNON DR,,,
20162150882,CRIMINAL TRESPASS/TRANSIENT,8/2/16,1415,,600 BLOCK N IH 35 NB,,,
20162221958,CRIMINAL TRESPASS NOTICE,8/9/16,2340,,12000 BLOCK N MOPAC EXPY SVRD SB,,,
20162140253,CRIMINAL TRESPASS NOTICE,8/1/16,515,,4100 BLOCK GOVERNORS ROW,,,
20162201369,THEFT,8/7/16,2057,,1100 BLOCK EBERT AVE,,,
20162171326,POSS CONTROLLED SUB/NARCOTIC,8/4/16,1904,,W RUNDBERG LN / GEORGIAN DR,-97.69341373,30.3608277,
20165033135,CRASH/LEAVING THE SCENE,8/11/16,1715,,RUTLAND DR / MEARNS MEADOW BLVD,-97.70063501,30.36700221,
20165033093,ABAND VEH  (STORAGE FACILITY),8/11/16,1426,,12400 BLOCK ANDERSON MILL RD,,,
20162140683,CRIMINAL TRESPASS NOTICE,8/1/16,846,,8100 BLOCK S IH 35 NB,,,
20165032928,FOUND PROPERTY,8/1/16,900,,4700 BLOCK E MLK BLVD,,,
20162170152,DWI,8/4/16,235,,0 E BEN WHITE EB TO S 35 SB RAMP,,,
20162230347,BURG NON RESIDENCE SHEDS,8/9/16,1530,,1100 BLOCK SHADY LN,,,
20165031611,THEFT,8/1/16,2230,,3200 BLOCK E MARTIN LUTHER KING JR BLVD,,,
20162140704,ABANDONED VEH,8/1/16,1158,,1700 BLOCK WHELESS LN,,,
20162180003,FAMILY DISTURBANCE,8/5/16,3,,6700 BLOCK CIRCLE S RD,,,
20162261872,RESISTING ARREST OR SEARCH,8/13/16,2318,,6200 BLOCK LOYOLA LN,,,
20165032218,VIOL OF PROTECTIVE ORDER,8/5/16,1443,,13000 BLOCK COUNCIL BLUFF DR,,,
20165032617,LOST PROP,8/6/16,1600,,7200 BLOCK HILLCROFT DR,,,
20165032974,CRASH/LEAVING THE SCENE,8/10/16,1645,,W ANDERSON LN SVRD EB / N LAMAR BLVD SVRD NB,-97.71242892,30.34700105,
20162240037,REQUEST TO APPREHEND,8/11/16,27,,400 BLOCK E HIGHLAND MALL BLVD,,,
20162241253,CRIMINAL TRESPASS NOTICE,8/11/16,1718,,2400 BLOCK KUMQUAT CT,,,
20165033662,CRASH/LEAVING THE SCENE,8/15/16,2330,,00 BLOCK ST/CAMERON,,,
20162270660,FOUND PROPERTY,8/14/16,955,,12400 BLOCK LAMPLIGHT VILLAGE DR,,,
20165032959,PROTECTIVE ORDER,8/10/16,1536,,2700 BLOCK ALDERWOOD DR,,,
20165032990,CRASH/LEAVING THE SCENE,8/10/16,1830,,AIRPORT BLVD / ALDRICH ST,-97.70888568,30.29785382,
20162251709,DWI - DRUG RECOGNITION EXPERT,8/12/16,2106,,WICKERSHAM LN / E OLTORF ST,-97.72430155,30.22565569,
20168003782,BICYCLE REGISTRATION,8/13/16,650,,1000 BLOCK W MONROE ST,,,
20162290286,PUBLIC INTOXICATION,8/16/16,855,,MC KIE DR / CAMERON RD,-97.69041232,30.32903752,
20162261230,REQUEST TO APPREHEND,8/13/16,1706,,600 BLOCK W 29TH ST,,,
20162170094,ASSAULT W/INJURY-FAM/DATE VIOL,8/4/16,110,,8800 BLOCK N IH 35 SVRD SB,,,
20165033436,CRASH/LEAVING THE SCENE,8/14/16,30,,600 BLOCK BARTON SPRINGS RD,,,
20162210138,CRASH/LEAVING THE SCENE,8/8/16,218,,1800 BLOCK BURTON DR,,,
2.01616E+12,DAMAGE CITY PROP,8/7/16,1700,,700 BLOCK E 8TH ST,,,
20162260235,DOC FIGHTING,8/13/16,200,,E 6TH ST / SAN JACINTO BLVD,-97.74038174,30.26739402,
20162201320,FAMILY DISTURBANCE,8/7/16,1937,,600 BLOCK S 1ST ST,,,
20162140171,DWI 2ND,8/1/16,251,,6500 BLOCK S IH 35 SVRD SB,,,
20162290774,CRIMINAL MISCHIEF INFORMATION,8/16/16,1415,,2500 BLOCK E RIVERSIDE DR,,,
20162180854,POSS OF DRUG PARAPHERNALIA,8/5/16,1237,,1300 BLOCK SHOAL CREEK BLVD,,,
20162241850,FAMILY DISTURBANCE,8/11/16,2302,,6800 BLOCK WAKE FOREST LN,,,
20162241688,CRASH/LEAVING THE SCENE,8/11/16,2127,,12400 BLOCK N LAMAR BLVD,,,
20162220146,POSS CONTROLLED SUB/NARCOTIC,8/9/16,405,,6000 BLOCK S 1ST ST,,,
20162200004,CRIMINAL TRESPASS NOTICE,8/7/16,14,,500 BLOCK W 18TH ST,,,
20162161714,POSS OF DRUG PARAPHERNALIA,8/3/16,2153,,E 13TH ST / MC KINLEY AVE,-97.70249441,30.27732885,
20165032387,CRASH/LEAVING THE SCENE,8/6/16,1915,,100 BLOCK S 1ST ST,,,
20162201225,DRIVING WHILE LICENSE INVALID,8/7/16,1826,,2600 BLOCK W BRAKER LN,,,
20162260652,FOUND PROPERTY,8/13/16,934,,1100 BLOCK AIRPORT BLVD,,,
20162201153,FAMILY DISTURBANCE,8/7/16,1722,,1700 BLOCK FORESTGLADE DR,,,
20165033181,THEFT,8/10/16,2300,,9900 BLOCK FAYLIN DR,,,
20162220721,THEFT BY SHOPLIFTING,8/9/16,1136,,10100 BLOCK RESEARCH BLVD NB,,,
20165033649,HARASSMENT,8/15/16,2030,,5500 BLOCK S IH 35 SB,,,
20162260801,CRASH/LEAVING THE SCENE,8/13/16,1338,,9200 BLOCK N LAMAR BLVD,,,
